Date,Ligne,Heure_Départ,Heure_Arrivée,Passagers,Capacité,Carburant_L,Distance_km,Panne,Retard,Plaintes,Remplissage (%),Consommation_par_km,Emissions_CO2_kg,Météo,Type_Voiture,Vacances,Week-end,Heure_Pointe,Dépenses_Maintenance,Satisfaction_Client
2024-12-25,Ankorondrano – Itaosy,18:00,18:49,7,30,16.0,19,Non,Oui,4,23.3,0.84,42.9,Soleil,12 places,Non,Non,Oui,23609.71,4
2024-12-26,Ambohijatovo – Anosizato,09:30,10:47,6,25,16.6,13,Non,Non,0,24.0,1.28,44.5,Orage,9 places,Non,Non,Non,18828.05,3
2024-12-27,Analakely – Ankatso,05:15,06:01,12,25,9.0,14,Non,Non,1,48.0,0.64,24.1,Vent fort,7 places,Oui,Oui,Non,8248.93,5
2024-12-28,Mahamasina – 67Ha,11:00,11:39,19,35,15.7,11,Oui,Non,2,54.3,1.43,42.1,Soleil,5 places,Oui,Non,Oui,11675.44,2
2024-12-29,Ankorondrano – Itaosy,20:30,21:58,27,30,16.9,14,Non,Oui,0,90.0,1.21,45.3,Soleil,7 places,Oui,Non,Non,8605.17,5
2024-12-30,Andavamamba – Ivato,07:45,09:12,20,30,13.2,16,Non,Non,0,66.7,0.82,35.4,Vent fort,5 places,Non,Non,Non,44072.21,4
2024-12-31,Andavamamba – Ivato,06:15,06:54,26,40,9.0,10,Non,Non,1,65.0,0.9,24.1,Soleil,12 places,Non,Non,Oui,43015.25,5
2025-01-01,Andavamamba – Ivato,09:45,10:30,27,30,10.9,11,Oui,Oui,2,90.0,0.99,29.2,Vent fort,9 places,Oui,Non,Non,47462.72,4
2025-01-02,Analakely – Ankatso,18:15,19:13,23,30,15.1,18,Oui,Non,1,76.7,0.84,40.5,Orage,9 places,Non,Non,Non,12542.86,5
2025-01-03,Andavamamba – Ivato,12:00,12:41,27,35,16.8,20,Non,Oui,5,77.1,0.84,45.0,Vent fort,12 places,Oui,Oui,Non,15689.49,2
2025-01-04,Ankorondrano – Itaosy,19:00,19:51,12,30,16.4,19,Oui,Non,2,40.0,0.86,44.0,Soleil,7 places,Non,Non,Non,33961.0,1
2025-01-05,Ambohijatovo – Anosizato,05:15,06:18,35,40,16.6,16,Oui,Oui,2,87.5,1.04,44.5,Vent fort,7 places,Oui,Non,Oui,48331.71,5
2025-01-06,Ankorondrano – Itaosy,13:15,14:01,11,40,9.8,20,Non,Non,1,27.5,0.49,26.3,Vent fort,5 places,Non,Oui,Oui,23496.28,3
2025-01-07,Ambohijatovo – Anosizato,07:30,08:14,25,30,11.9,18,Oui,Oui,2,83.3,0.66,31.9,Brouillard,9 places,Non,Oui,Non,49153.38,5
2025-01-08,Ankorondrano – Itaosy,12:15,13:26,8,25,11.8,12,Non,Non,0,32.0,0.98,31.6,Soleil,12 places,Non,Oui,Non,44230.26,2
2025-01-09,Andavamamba – Ivato,11:00,12:06,30,35,11.6,17,Non,Oui,1,85.7,0.68,31.1,Brouillard,12 places,Oui,Non,Oui,8573.87,1
2025-01-10,Analakely – Ankatso,18:30,20:00,21,30,8.5,16,Oui,Oui,2,70.0,0.53,22.8,Brouillard,12 places,Oui,Non,Oui,47813.15,1
2025-01-11,Ambohijatovo – Anosizato,16:00,16:41,27,40,17.5,20,Non,Non,0,67.5,0.88,46.9,Soleil,12 places,Oui,Non,Oui,36893.51,3
2025-01-01,Andavamamba – Ivato,17:15,18:34,18,40,10.3,13,Oui,Non,1,45.0,0.79,27.6,Orage,7 places,Non,Non,Oui,35267.1,2
2025-01-02,Ambohijatovo – Anosizato,08:45,09:46,20,25,12.4,10,Oui,Oui,1,80.0,1.24,33.2,Orage,7 places,Non,Non,Non,12639.11,1
2025-01-03,Andavamamba – Ivato,14:00,15:03,16,25,16.8,14,Non,Non,1,64.0,1.2,45.0,Orage,12 places,Non,Non,Oui,23977.44,3
2025-01-04,Ankorondrano – Itaosy,19:15,19:59,5,30,15.5,20,Non,Non,0,16.7,0.78,41.5,Vent fort,7 places,Non,Non,Non,14542.02,3
2025-01-05,Ankorondrano – Itaosy,19:00,20:07,26,30,15.4,14,Non,Oui,4,86.7,1.1,41.3,Brouillard,9 places,Non,Non,Oui,7712.03,1
2025-01-06,Ambohijatovo – Anosizato,10:45,11:16,17,40,12.3,12,Non,Oui,2,42.5,1.03,33.0,Soleil,9 places,Non,Non,Non,20165.14,3
2025-01-07,Ambohijatovo – Anosizato,12:15,13:07,31,40,14.2,12,Oui,Non,3,77.5,1.18,38.1,Vent fort,9 places,Oui,Non,Non,36050.22,2
2025-01-08,Analakely – Ankatso,05:15,06:38,13,25,10.4,10,Non,Non,1,52.0,1.04,27.9,Pluie,12 places,Oui,Non,Oui,32749.26,4
2025-01-09,Andavamamba – Ivato,09:30,10:28,15,30,14.5,16,Oui,Non,4,50.0,0.91,38.9,Orage,5 places,Oui,Non,Oui,22090.36,5
2025-01-10,Mahamasina – 67Ha,09:30,10:05,27,40,17.9,16,Non,Oui,2,67.5,1.12,48.0,Brouillard,5 places,Non,Non,Oui,22590.77,4
2025-01-11,Ambohijatovo – Anosizato,09:00,10:22,18,30,17.1,14,Non,Non,0,60.0,1.22,45.8,Brouillard,9 places,Non,Non,Oui,5287.36,3
2025-01-12,Ankorondrano – Itaosy,12:15,13:20,16,35,12.8,16,Non,Non,0,45.7,0.8,34.3,Brouillard,12 places,Non,Non,Non,14006.76,5
2025-01-13,Ambohijatovo – Anosizato,20:00,21:27,33,40,8.6,12,Non,Oui,4,82.5,0.72,23.0,Orage,9 places,Oui,Oui,Non,6463.68,4
2025-01-14,Analakely – Ankatso,13:00,14:22,16,25,10.7,18,Non,Non,0,64.0,0.59,28.7,Pluie,7 places,Oui,Oui,Oui,40844.18,4
2025-01-15,Mahamasina – 67Ha,20:30,21:34,25,25,13.2,18,Oui,Non,3,100.0,0.73,35.4,Brouillard,7 places,Non,Non,Non,9350.44,3
2025-01-16,Ambohijatovo – Anosizato,07:15,08:08,12,40,12.0,18,Oui,Non,2,30.0,0.67,32.2,Brouillard,7 places,Non,Oui,Oui,47788.86,4
2025-01-17,Analakely – Ankatso,19:00,19:42,11,25,9.2,16,Non,Non,1,44.0,0.57,24.7,Orage,5 places,Oui,Non,Oui,25463.29,4
2025-01-18,Ankorondrano – Itaosy,09:45,10:30,24,25,12.1,15,Non,Non,0,96.0,0.81,32.4,Brouillard,9 places,Non,Non,Non,12179.51,2
2025-01-19,Andavamamba – Ivato,13:00,14:25,6,35,13.9,14,Non,Oui,5,17.1,0.99,37.3,Vent fort,7 places,Oui,Oui,Oui,26563.18,2
2025-01-20,Ankorondrano – Itaosy,05:45,06:48,20,30,16.3,18,Non,Non,0,66.7,0.91,43.7,Soleil,9 places,Non,Oui,Non,10777.74,2
2025-01-21,Ankorondrano – Itaosy,11:00,11:42,12,25,14.2,12,Oui,Non,5,48.0,1.18,38.1,Orage,9 places,Non,Oui,Oui,6316.13,1
2025-01-22,Ankorondrano – Itaosy,07:00,07:44,25,30,17.7,15,Oui,Oui,2,83.3,1.18,47.4,Pluie,5 places,Non,Non,Non,40093.29,5
2025-01-23,Ankorondrano – Itaosy,10:00,10:49,5,30,12.1,18,Non,Non,0,16.7,0.67,32.4,Soleil,12 places,Oui,Non,Non,48865.69,3
2025-01-24,Andavamamba – Ivato,09:45,10:57,24,25,16.6,14,Non,Non,0,96.0,1.19,44.5,Vent fort,9 places,Oui,Oui,Non,28357.69,1
2025-01-25,Mahamasina – 67Ha,11:30,12:08,25,30,16.7,13,Non,Non,0,83.3,1.28,44.8,Soleil,9 places,Non,Non,Oui,25266.69,3
2025-01-26,Mahamasina – 67Ha,16:30,17:25,7,30,9.0,14,Non,Oui,1,23.3,0.64,24.1,Brouillard,9 places,Non,Non,Oui,12560.64,2
2025-01-27,Andavamamba – Ivato,15:15,16:20,6,35,15.0,19,Non,Oui,5,17.1,0.79,40.2,Orage,12 places,Oui,Non,Oui,39691.48,3
2025-01-28,Andavamamba – Ivato,09:15,10:44,32,35,12.2,10,Oui,Non,1,91.4,1.22,32.7,Soleil,7 places,Oui,Non,Oui,16595.73,1
2025-01-29,Andavamamba – Ivato,14:00,14:50,30,30,15.9,17,Oui,Oui,5,100.0,0.94,42.6,Pluie,5 places,Non,Non,Non,17366.27,5
2025-01-30,Andavamamba – Ivato,06:15,06:54,26,40,9.0,10,Non,Non,1,65.0,0.9,24.1,Soleil,12 places,Non,Non,Oui,43015.25,5
2025-01-31,Andavamamba – Ivato,15:45,16:26,14,35,15.5,13,Non,Oui,5,40.0,1.19,41.5,Pluie,5 places,Oui,Oui,Oui,48623.55,3
2025-02-01,Andavamamba – Ivato,10:45,11:31,18,25,10.9,11,Oui,Oui,4,72.0,0.99,29.2,Pluie,7 places,Oui,Non,Non,34782.76,4
2025-02-02,Mahamasina – 67Ha,14:00,15:13,34,40,10.4,10,Oui,Oui,2,85.0,1.04,27.9,Soleil,5 places,Oui,Non,Oui,32941.2,2
2025-02-03,Andavamamba – Ivato,16:45,17:38,34,40,8.3,17,Non,Oui,4,85.0,0.49,22.2,Soleil,7 places,Non,Oui,Non,22485.11,5
2025-02-04,Ankorondrano – Itaosy,17:00,18:24,26,30,16.0,14,Non,Oui,0,86.7,1.14,42.9,Vent fort,9 places,Non,Non,Oui,47507.64,1
2025-02-05,Ambohijatovo – Anosizato,05:15,06:13,40,40,15.0,14,Oui,Non,0,100.0,1.07,40.2,Brouillard,7 places,Oui,Non,Non,12971.74,4
2025-02-06,Andavamamba – Ivato,11:00,11:43,28,30,14.4,17,Non,Non,0,93.3,0.85,38.6,Pluie,9 places,Non,Non,Oui,21165.5,2
2025-02-07,Mahamasina – 67Ha,17:30,18:46,10,30,13.2,12,Non,Non,1,33.3,1.1,35.4,Vent fort,5 places,Oui,Non,Non,10972.21,4
2025-02-08,Analakely – Ankatso,20:00,20:51,8,30,11.1,15,Oui,Oui,5,26.7,0.74,29.7,Orage,7 places,Non,Non,Oui,6063.74,1
2025-02-09,Mahamasina – 67Ha,09:15,10:27,31,40,14.1,17,Non,Oui,1,77.5,0.83,37.8,Pluie,5 places,Non,Non,Non,38159.32,4
2025-02-10,Analakely – Ankatso,15:45,17:14,18,40,13.4,11,Non,Oui,1,45.0,1.22,35.9,Pluie,5 places,Oui,Oui,Oui,34453.0,4
2025-02-11,Analakely – Ankatso,07:15,08:44,6,25,13.2,11,Oui,Non,0,24.0,1.2,35.4,Vent fort,7 places,Non,Oui,Non,42017.64,5
2025-02-01,Ankorondrano – Itaosy,05:15,05:58,5,35,14.8,19,Non,Non,1,14.3,0.78,39.7,Brouillard,9 places,Non,Oui,Oui,6106.41,5
2025-02-02,Andavamamba – Ivato,07:45,08:43,10,25,10.6,11,Non,Oui,2,40.0,0.96,28.4,Brouillard,12 places,Oui,Non,Oui,29298.07,2
2025-02-03,Ambohijatovo – Anosizato,17:45,18:42,12,35,14.6,20,Non,Non,0,34.3,0.73,39.1,Brouillard,12 places,Oui,Non,Oui,32355.73,4
2025-02-04,Ankorondrano – Itaosy,15:30,16:53,24,25,13.6,14,Non,Oui,3,96.0,0.97,36.4,Brouillard,9 places,Non,Non,Oui,21796.33,4
2025-02-05,Mahamasina – 67Ha,05:30,06:41,21,30,15.7,20,Non,Oui,4,70.0,0.78,42.1,Vent fort,5 places,Oui,Non,Non,46438.15,1
2025-02-06,Analakely – Ankatso,05:15,06:01,12,25,9.0,14,Non,Non,1,48.0,0.64,24.1,Vent fort,7 places,Oui,Oui,Non,8248.93,5
2025-02-07,Analakely – Ankatso,16:15,17:39,37,40,14.3,20,Non,Non,1,92.5,0.72,38.3,Soleil,12 places,Non,Oui,Non,27354.51,4
2025-02-08,Analakely – Ankatso,17:15,17:49,17,35,12.0,18,Non,Oui,4,48.6,0.67,32.2,Brouillard,5 places,Non,Oui,Non,38421.79,3
2025-02-09,Ambohijatovo – Anosizato,07:15,08:08,12,40,12.0,18,Oui,Non,2,30.0,0.67,32.2,Brouillard,7 places,Non,Oui,Oui,47788.86,4
2025-02-10,Andavamamba – Ivato,14:00,15:00,21,30,8.1,15,Non,Non,1,70.0,0.54,21.7,Pluie,5 places,Oui,Non,Oui,32000.92,5
2025-02-11,Ankorondrano – Itaosy,14:00,14:41,19,40,12.7,10,Non,Non,1,47.5,1.27,34.0,Vent fort,12 places,Oui,Non,Oui,16691.16,2
2025-02-12,Mahamasina – 67Ha,20:30,21:14,6,25,16.0,18,Non,Oui,2,24.0,0.89,42.9,Orage,5 places,Non,Non,Oui,11858.72,2
2025-02-13,Analakely – Ankatso,17:00,18:24,15,35,14.7,19,Non,Oui,3,42.9,0.77,39.4,Brouillard,5 places,Non,Non,Oui,41026.4,4
2025-02-14,Analakely – Ankatso,15:45,17:10,10,25,13.0,15,Oui,Non,0,40.0,0.87,34.8,Pluie,7 places,Oui,Non,Non,44219.16,2
2025-02-15,Mahamasina – 67Ha,17:00,17:52,15,40,11.2,17,Non,Non,0,37.5,0.66,30.0,Brouillard,7 places,Non,Non,Non,12536.72,2
2025-02-16,Ankorondrano – Itaosy,16:30,17:36,36,40,16.3,19,Oui,Oui,1,90.0,0.86,43.7,Orage,5 places,Oui,Non,Oui,42161.75,1
2025-02-17,Andavamamba – Ivato,18:45,20:00,29,35,9.0,17,Non,Non,0,82.9,0.53,24.1,Pluie,9 places,Non,Non,Oui,30515.73,1
2025-02-18,Analakely – Ankatso,09:00,10:24,9,35,17.3,17,Non,Non,1,25.7,1.02,46.4,Pluie,7 places,Non,Non,Non,41802.54,4
2025-02-19,Andavamamba – Ivato,18:00,18:35,18,25,14.1,11,Non,Non,1,72.0,1.28,37.8,Vent fort,7 places,Non,Non,Oui,36710.63,3
2025-02-20,Mahamasina – 67Ha,11:45,13:15,17,40,16.8,13,Non,Non,1,42.5,1.29,45.0,Brouillard,12 places,Non,Oui,Oui,20160.31,5
2025-02-21,Ankorondrano – Itaosy,09:45,10:39,31,40,12.8,20,Non,Non,1,77.5,0.64,34.3,Soleil,9 places,Non,Non,Non,13348.65,1
2025-02-22,Analakely – Ankatso,17:45,18:51,26,30,12.0,13,Non,Non,1,86.7,0.92,32.2,Vent fort,12 places,Oui,Non,Oui,17268.08,1
2025-02-23,Ankorondrano – Itaosy,09:15,10:37,23,30,9.4,10,Non,Non,0,76.7,0.94,25.2,Orage,9 places,Oui,Non,Oui,18124.82,2
2025-02-24,Ankorondrano – Itaosy,15:15,16:31,26,35,8.4,12,Non,Oui,0,74.3,0.7,22.5,Orage,7 places,Oui,Non,Non,44183.91,4
2025-02-25,Andavamamba – Ivato,12:00,12:42,21,30,11.2,17,Oui,Non,1,70.0,0.66,30.0,Pluie,5 places,Non,Non,Non,10036.38,2
2025-02-26,Analakely – Ankatso,15:30,16:58,27,35,12.0,13,Non,Non,0,77.1,0.92,32.2,Brouillard,5 places,Oui,Non,Oui,49399.82,5
2025-02-27,Mahamasina – 67Ha,14:00,15:21,29,35,14.5,14,Non,Oui,5,82.9,1.04,38.9,Brouillard,5 places,Non,Non,Non,11797.61,2
2025-02-28,Ankorondrano – Itaosy,05:30,06:45,11,25,17.2,17,Oui,Non,5,44.0,1.01,46.1,Brouillard,7 places,Oui,Non,Non,46056.35,5
2025-03-01,Andavamamba – Ivato,12:15,13:43,21,30,11.3,11,Non,Oui,5,70.0,1.03,30.3,Pluie,9 places,Oui,Non,Non,26864.23,1
2025-03-02,Analakely – Ankatso,09:00,09:33,21,35,8.9,12,Non,Non,0,60.0,0.74,23.9,Brouillard,12 places,Non,Oui,Oui,13195.31,4
2025-03-03,Andavamamba – Ivato,13:00,14:25,29,40,13.6,10,Non,Non,0,72.5,1.36,36.4,Brouillard,7 places,Oui,Non,Oui,15659.18,3
2025-03-04,Ankorondrano – Itaosy,11:45,12:38,35,35,9.7,14,Non,Oui,0,100.0,0.69,26.0,Soleil,12 places,Non,Non,Oui,13634.03,3
2025-03-05,Analakely – Ankatso,11:45,12:36,17,35,11.1,15,Non,Non,1,48.6,0.74,29.7,Pluie,12 places,Non,Non,Non,12363.07,4
2025-03-06,Ankorondrano – Itaosy,19:15,20:25,28,40,13.7,17,Non,Non,1,70.0,0.81,36.7,Pluie,9 places,Oui,Non,Oui,10409.41,5
2025-03-07,Mahamasina – 67Ha,20:30,21:14,6,25,16.0,18,Non,Oui,2,24.0,0.89,42.9,Orage,5 places,Non,Non,Oui,11858.72,2
2025-03-08,Mahamasina – 67Ha,18:15,18:50,15,30,17.3,13,Non,Non,1,50.0,1.33,46.4,Orage,9 places,Oui,Non,Non,46716.55,4
2025-03-09,Andavamamba – Ivato,14:00,14:50,30,30,15.9,17,Oui,Oui,5,100.0,0.94,42.6,Pluie,5 places,Non,Non,Non,17366.27,5
2025-03-10,Ankorondrano – Itaosy,11:15,12:06,27,35,9.8,16,Oui,Non,0,77.1,0.61,26.3,Orage,7 places,Oui,Non,Oui,20778.21,4
2025-03-11,Ambohijatovo – Anosizato,09:30,10:22,16,35,18.0,13,Non,Oui,1,45.7,1.38,48.2,Soleil,12 places,Oui,Oui,Non,15280.46,4
2025-03-12,Analakely – Ankatso,20:30,21:18,15,25,16.6,17,Non,Oui,2,60.0,0.98,44.5,Brouillard,5 places,Non,Oui,Non,13810.01,2
2025-03-13,Ankorondrano – Itaosy,20:30,21:52,20,40,12.1,18,Non,Non,0,50.0,0.67,32.4,Brouillard,9 places,Non,Non,Oui,6782.85,2
2025-03-14,Ambohijatovo – Anosizato,12:30,13:15,7,40,11.6,18,Non,Oui,1,17.5,0.64,31.1,Soleil,7 places,Oui,Non,Non,27152.5,1
2025-03-01,Ambohijatovo – Anosizato,20:30,21:37,22,30,14.2,16,Non,Non,1,73.3,0.89,38.1,Soleil,9 places,Oui,Non,Non,49606.52,4
2025-03-02,Ambohijatovo – Anosizato,17:30,18:29,8,40,13.1,18,Non,Oui,4,20.0,0.73,35.1,Soleil,5 places,Non,Non,Oui,44193.61,4
2025-03-03,Ambohijatovo – Anosizato,13:00,13:48,5,25,9.3,13,Non,Non,0,20.0,0.72,24.9,Pluie,7 places,Oui,Oui,Oui,13979.41,4
2025-03-04,Andavamamba – Ivato,12:00,13:28,17,25,15.7,18,Non,Non,0,68.0,0.87,42.1,Pluie,12 places,Oui,Non,Oui,48913.94,4
2025-03-05,Mahamasina – 67Ha,09:00,09:54,19,35,9.8,15,Non,Oui,1,54.3,0.65,26.3,Soleil,9 places,Oui,Non,Oui,7338.71,3
2025-03-06,Ambohijatovo – Anosizato,09:30,10:47,6,25,16.6,13,Non,Non,0,24.0,1.28,44.5,Orage,9 places,Non,Non,Non,18828.05,3
2025-03-07,Mahamasina – 67Ha,06:15,07:07,15,40,17.4,11,Oui,Non,1,37.5,1.58,46.6,Soleil,7 places,Non,Non,Oui,18640.78,1
2025-03-08,Analakely – Ankatso,17:30,18:17,12,25,10.1,20,Non,Non,1,48.0,0.51,27.1,Soleil,9 places,Oui,Oui,Non,14023.61,4
2025-03-09,Ambohijatovo – Anosizato,07:15,08:18,17,30,8.7,16,Non,Non,0,56.7,0.54,23.3,Vent fort,7 places,Oui,Non,Non,5522.92,3
2025-03-10,Ankorondrano – Itaosy,20:30,21:20,29,40,12.6,19,Non,Non,0,72.5,0.66,33.8,Brouillard,9 places,Non,Non,Non,27825.57,5
2025-03-11,Ankorondrano – Itaosy,07:45,09:11,21,30,10.4,10,Non,Non,1,70.0,1.04,27.9,Pluie,9 places,Non,Non,Non,33888.72,4
2025-03-12,Analakely – Ankatso,16:45,17:29,20,25,15.7,18,Non,Non,0,80.0,0.87,42.1,Pluie,7 places,Oui,Non,Oui,17138.73,5
2025-03-13,Mahamasina – 67Ha,18:30,19:11,6,40,9.5,13,Non,Oui,2,15.0,0.73,25.5,Soleil,9 places,Non,Oui,Oui,17819.28,4
2025-03-14,Ambohijatovo – Anosizato,05:15,06:18,35,40,16.6,16,Oui,Oui,2,87.5,1.04,44.5,Vent fort,7 places,Oui,Non,Oui,48331.71,5
2025-03-15,Ankorondrano – Itaosy,19:45,20:23,33,35,16.5,14,Non,Non,0,94.3,1.18,44.2,Brouillard,9 places,Non,Non,Oui,19633.55,5
2025-03-16,Ankorondrano – Itaosy,18:30,19:24,17,30,15.9,13,Oui,Non,0,56.7,1.22,42.6,Pluie,9 places,Non,Non,Oui,14753.29,3
2025-03-17,Ankorondrano – Itaosy,18:15,19:26,8,35,16.3,20,Non,Non,0,22.9,0.82,43.7,Brouillard,7 places,Non,Non,Non,36168.17,5
2025-03-18,Ambohijatovo – Anosizato,12:45,13:26,7,35,17.6,15,Non,Non,1,20.0,1.17,47.2,Orage,9 places,Oui,Non,Oui,26358.39,5
2025-03-19,Analakely – Ankatso,15:30,16:58,27,35,12.0,13,Non,Non,0,77.1,0.92,32.2,Brouillard,5 places,Oui,Non,Oui,49399.82,5
2025-03-20,Ambohijatovo – Anosizato,18:30,19:57,34,40,11.0,17,Non,Non,1,85.0,0.65,29.5,Soleil,7 places,Non,Non,Non,39302.83,3
2025-03-21,Mahamasina – 67Ha,16:00,16:59,10,40,10.3,10,Non,Non,1,25.0,1.03,27.6,Soleil,7 places,Oui,Non,Oui,13143.96,4
2025-03-22,Ambohijatovo – Anosizato,11:15,12:05,25,25,10.5,17,Non,Oui,2,100.0,0.62,28.1,Orage,7 places,Non,Non,Oui,37595.25,1
2025-03-23,Mahamasina – 67Ha,08:15,09:30,21,25,12.9,11,Non,Non,0,84.0,1.17,34.6,Orage,7 places,Non,Oui,Non,33491.81,3
2025-03-24,Mahamasina – 67Ha,20:45,21:15,8,35,16.2,14,Non,Oui,0,22.9,1.16,43.4,Soleil,5 places,Non,Non,Oui,41778.4,1
2025-03-25,Ankorondrano – Itaosy,11:15,12:04,5,40,9.5,14,Oui,Non,4,12.5,0.68,25.5,Vent fort,5 places,Oui,Non,Oui,17457.25,3
2025-03-26,Analakely – Ankatso,09:00,09:33,21,35,8.9,12,Non,Non,0,60.0,0.74,23.9,Brouillard,12 places,Non,Oui,Oui,13195.31,4
2025-03-27,Analakely – Ankatso,13:00,14:03,24,35,17.0,11,Non,Non,1,68.6,1.55,45.6,Pluie,12 places,Oui,Non,Oui,9307.15,1
2025-03-28,Mahamasina – 67Ha,19:00,20:10,13,30,13.3,14,Non,Oui,4,43.3,0.95,35.6,Soleil,5 places,Oui,Oui,Oui,48641.95,3
2025-03-29,Ambohijatovo – Anosizato,11:00,12:02,20,35,15.0,19,Non,Non,1,57.1,0.79,40.2,Vent fort,12 places,Oui,Oui,Oui,29601.38,4
2025-03-30,Analakely – Ankatso,17:45,19:01,14,30,10.8,14,Non,Non,1,46.7,0.77,28.9,Vent fort,12 places,Oui,Non,Oui,26597.25,5
2025-03-31,Mahamasina – 67Ha,06:15,07:07,25,30,8.0,20,Non,Non,1,83.3,0.4,21.4,Soleil,12 places,Oui,Non,Non,18856.85,3
2025-04-01,Analakely – Ankatso,11:15,12:06,8,25,12.7,14,Non,Non,0,32.0,0.91,34.0,Vent fort,9 places,Oui,Non,Non,47049.62,1
2025-04-02,Andavamamba – Ivato,10:00,11:29,21,40,17.4,16,Oui,Oui,3,52.5,1.09,46.6,Vent fort,12 places,Oui,Non,Oui,10799.14,1
2025-04-03,Ambohijatovo – Anosizato,13:00,13:48,5,25,9.3,13,Non,Non,0,20.0,0.72,24.9,Pluie,7 places,Oui,Oui,Oui,13979.41,4
2025-04-04,Andavamamba – Ivato,19:15,19:56,5,40,17.6,12,Oui,Non,1,12.5,1.47,47.2,Brouillard,9 places,Oui,Oui,Non,14479.8,5
2025-04-05,Ankorondrano – Itaosy,13:15,14:21,23,30,8.0,13,Non,Non,1,76.7,0.62,21.4,Vent fort,12 places,Non,Oui,Oui,29112.25,1
2025-04-06,Ankorondrano – Itaosy,17:45,18:34,18,35,8.4,15,Non,Non,1,51.4,0.56,22.5,Pluie,5 places,Oui,Non,Non,42891.5,1
2025-04-07,Mahamasina – 67Ha,16:45,17:32,6,25,13.8,14,Non,Oui,1,24.0,0.99,37.0,Pluie,5 places,Non,Non,Oui,24268.98,2
2025-04-08,Andavamamba – Ivato,09:45,11:10,21,35,15.1,20,Non,Non,0,60.0,0.76,40.5,Orage,5 places,Non,Non,Non,44056.32,3
2025-04-09,Mahamasina – 67Ha,07:45,09:01,20,30,11.3,13,Oui,Oui,5,66.7,0.87,30.3,Pluie,5 places,Oui,Non,Non,20356.15,4
2025-04-10,Ambohijatovo – Anosizato,15:15,16:19,35,40,9.1,10,Oui,Non,0,87.5,0.91,24.4,Pluie,9 places,Oui,Non,Non,32877.07,1
2025-04-11,Ankorondrano – Itaosy,18:00,18:49,7,30,16.0,19,Non,Oui,4,23.3,0.84,42.9,Soleil,12 places,Non,Non,Oui,23609.71,4
2025-04-01,Andavamamba – Ivato,09:15,10:00,15,40,9.5,10,Non,Non,1,37.5,0.95,25.5,Pluie,12 places,Non,Non,Oui,44072.26,1
2025-04-02,Analakely – Ankatso,07:15,08:44,6,25,13.2,11,Oui,Non,0,24.0,1.2,35.4,Vent fort,7 places,Non,Oui,Non,42017.64,5
2025-04-03,Andavamamba – Ivato,12:00,13:28,17,25,15.7,18,Non,Non,0,68.0,0.87,42.1,Pluie,12 places,Oui,Non,Oui,48913.94,4
2025-04-04,Mahamasina – 67Ha,20:45,22:08,7,25,8.2,18,Oui,Oui,0,28.0,0.46,22.0,Brouillard,12 places,Oui,Non,Oui,35610.27,1
2025-04-05,Ankorondrano – Itaosy,06:45,07:20,28,40,17.0,17,Non,Non,1,70.0,1.0,45.6,Brouillard,12 places,Oui,Non,Non,8042.57,5
2025-04-06,Andavamamba – Ivato,09:15,10:44,32,35,12.2,10,Oui,Non,1,91.4,1.22,32.7,Soleil,7 places,Oui,Non,Oui,16595.73,1
2025-04-07,Ambohijatovo – Anosizato,16:00,17:13,18,40,16.3,20,Non,Oui,5,45.0,0.82,43.7,Brouillard,9 places,Oui,Non,Non,48334.64,2
2025-04-08,Mahamasina – 67Ha,10:30,11:22,10,25,16.8,13,Non,Non,1,40.0,1.29,45.0,Soleil,5 places,Non,Non,Oui,10494.95,3
2025-04-09,Mahamasina – 67Ha,06:15,07:07,25,30,8.0,20,Non,Non,1,83.3,0.4,21.4,Soleil,12 places,Oui,Non,Non,18856.85,3
2025-04-10,Ankorondrano – Itaosy,19:45,20:15,13,30,16.4,12,Non,Non,1,43.3,1.37,44.0,Vent fort,5 places,Non,Oui,Non,20640.72,5
2025-04-11,Mahamasina – 67Ha,17:30,18:46,10,30,13.2,12,Non,Non,1,33.3,1.1,35.4,Vent fort,5 places,Oui,Non,Non,10972.21,4
2025-04-12,Ambohijatovo – Anosizato,10:15,11:05,20,30,16.0,16,Non,Non,0,66.7,1.0,42.9,Vent fort,9 places,Oui,Oui,Non,41269.66,2
2025-04-13,Ankorondrano – Itaosy,09:45,10:39,31,40,12.8,20,Non,Non,1,77.5,0.64,34.3,Soleil,9 places,Non,Non,Non,13348.65,1
2025-04-14,Analakely – Ankatso,10:45,11:23,14,30,9.6,18,Non,Non,1,46.7,0.53,25.7,Orage,5 places,Non,Non,Oui,38457.87,3
2025-04-15,Mahamasina – 67Ha,07:30,08:37,28,35,9.6,17,Non,Oui,4,80.0,0.56,25.7,Soleil,12 places,Non,Non,Non,26900.1,3
2025-04-16,Andavamamba – Ivato,07:00,08:19,11,40,12.5,18,Non,Oui,0,27.5,0.69,33.5,Vent fort,12 places,Non,Non,Non,36867.74,3
2025-04-17,Andavamamba – Ivato,08:30,09:43,27,30,16.9,17,Oui,Non,0,90.0,0.99,45.3,Soleil,5 places,Oui,Oui,Non,14705.38,3
2025-04-18,Ambohijatovo – Anosizato,08:45,09:46,20,25,12.4,10,Oui,Oui,1,80.0,1.24,33.2,Orage,7 places,Non,Non,Non,12639.11,1
